2015-05-29;16:35:39;25.073;25.93;2.75
2015-05-29;16:40:46;25.394;23.93;2.60
2015-05-29;16:45:37;25.424;25.18;2.65
2015-05-29;16:50:41;25.599;25.85;2.73
2015-05-29;16:55:41;26.728;26.06;2.76
2015-05-29;17:00:41;26.498;26.06;2.72
2015-05-29;17:06:00;150.627;4.87;2.05
2015-05-29;17:11:06;168.735;5.06;1.99
2015-05-29;17:19:04;238.721;3.33;2.11
2015-05-29;17:21:17;256.885;4.23;2.15
2015-05-29;17:31:13;401.054;1.48;2.18
2015-05-29;17:36:20;220.655;3.28;2.31
2015-05-29;17:41:00;164.994;4.40;2.05
2015-05-29;17:46:19;303.099;2.38;1.98
2015-05-29;17:51:18;395.296;3.26;2.03
2015-05-29;17:55:39;30.26;20.55;2.67
2015-05-29;18:00:39;30.624;22.10;2.70
2015-05-29;18:05:43;31.455;23.06;2.67
2015-05-29;18:15:39;31.641;24.94;2.74
2015-05-29;18:20:37;25.478;26.01;2.73
2015-05-29;18:25:40;27.125;26.01;2.73
2015-05-29;18:30:41;25.345;26.06;2.73
2015-05-29;18:35:38;25.329;25.71;2.74
2015-05-29;18:40:42;28.782;25.80;2.76
2015-05-29;18:45:37;25.168;26.11;2.74
2015-05-29;18:50:49;27.914;23.41;2.76
2015-05-29;18:55:47;25.257;23.62;2.74
2015-05-29;19:01:12;33.811;23.05;2.74
2015-05-29;19:05:41;26.655;24.31;2.78
2015-05-29;19:10:45;27.641;21.37;2.78
2015-05-29;19:15:54;194.408;25.88;2.75
2015-05-29;19:21:41;25.515;24.58;2.73
2015-05-29;19:25:41;28.607;25.97;2.78
2015-05-29;19:30:41;26.927;26.06;2.78
2015-05-29;19:35:51;26.79;25.85;2.78
2015-05-29;19:40:39;27.933;25.89;2.73
2015-05-29;19:45:46;360.39;25.41;2.76
2015-05-29;19:50:41;30.208;23.32;2.74
2015-05-29;19:55:40;24.825;25.74;2.75
2015-05-29;20:00:41;31.239;26.01;2.75
2015-05-29;20:05:42;25.103;25.91;2.73
2015-05-29;20:12:45;20.877;25.94;2.74
2015-05-29;20:15:41;25.085;25.48;2.77
2015-05-29;20:20:41;27.26;23.67;2.74
2015-05-29;20:25:44;30.264;25.38;2.77
2015-05-29;20:30:35;29.537;25.58;2.76
2015-05-29;20:35:47;25.158;26.01;2.75
2015-05-29;20:42:46;25.0;25.71;2.75
2015-05-29;20:45:40;26.001;25.70;2.77
2015-05-29;20:50:41;26.711;25.93;2.75
2015-05-29;21:00:40;22.356;25.55;2.69
2015-05-29;21:07:43;25.952;25.55;2.71
2015-05-29;21:10:38;28.117;25.97;2.76
2015-05-29;21:15:39;26.015;25.50;2.76
2015-05-29;21:20:39;20.518;25.86;2.73
2015-05-29;21:25:39;24.96;25.02;2.74
2015-05-29;21:30:41;28.535;24.96;2.76
2015-05-29;21:35:41;30.288;11.35;2.72
2015-05-29;21:40:38;29.318;18.23;2.74
2015-05-29;21:45:46;25.028;18.83;2.77
2015-05-29;21:55:39;30.125;16.94;2.77
2015-05-29;22:00:36;30.037;16.56;2.75
2015-05-29;22:05:48;25.357;23.89;2.77
2015-05-29;22:10:43;26.341;22.13;2.79
2015-05-29;22:15:41;25.434;21.04;2.71
2015-05-29;22:20:59;29.252;21.13;2.74
2015-05-29;22:25:40;25.045;23.22;2.72
2015-05-29;22:30:45;33.578;19.23;2.72
2015-05-29;22:35:44;29.267;19.99;2.73
2015-05-29;22:40:37;25.041;23.16;2.71
2015-05-29;22:45:44;25.155;23.01;2.75
2015-05-29;22:50:43;30.465;22.32;2.76
2015-05-29;23:00:45;25.422;24.15;2.75
2015-05-29;23:05:41;26.542;24.47;2.67
2015-05-29;23:10:44;27.679;23.48;2.73
2015-05-29;23:15:39;25.331;25.59;2.70
2015-05-29;23:20:48;25.269;26.10;2.71
2015-05-29;23:25:43;25.421;24.35;2.69
2015-05-29;23:30:43;24.457;25.37;2.75
2015-05-29;23:35:37;24.851;25.75;2.73
2015-05-29;23:45:53;27.98;24.60;2.74
2015-05-29;23:50:44;30.439;26.02;2.74
2015-05-30;00:00:44;25.319;26.11;2.72
2015-05-30;00:00:44;27.067;25.87;2.79
2015-05-30;00:05:38;25.701;24.87;2.74
2015-05-30;00:10:41;46.591;24.27;2.74
